Sample,Number,MISGP_sample_number,Lake,Lake_sub_basin,Waterbody_ID,Lake_lat,Lake_long,Location_within_waterbody,Site_lat,Site_long,State,County,Year_collected,Date_collected,Collector,Microsatellite_strain,Fluridone_response,2_4D_response,Procellacor_response,ITS_ID,Comments,Putative_ID,Date_received,Who_received,Fresh_Frozen_Dried,Extraction_comments,Date_extracted,Who_extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1563,1563,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1564,1564,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1565,1565,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1566,1566,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1567,1567,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1568,1568,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1569,1569,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1570,1570,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1571,1571,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T8S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1572,1572,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1573,1573,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1574,1574,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1575,1575,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1576,1576,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1577,1577,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1578,1578,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1579,1579,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1580,1580,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T9S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1581,1581,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1582,1582,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1583,1583,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1584,1584,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S2E,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,SAMPLE GONE,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1585,1585,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S2E,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1586,1586,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S2E,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1587,1587,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S2N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1588,1588,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S2N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1589,1589,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T10S2N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1590,1590,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T11S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1591,1591,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T11S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1592,1592,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T11S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1593,1593,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T11S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1594,1594,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T11S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1595,1595,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T11S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1596,1596,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1597,1597,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1598,1598,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1599,1599,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S2E,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1600,1600,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S2E,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1601,1601,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S2E,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1602,1602,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S2N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,Duplicate,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1603,1603,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S2N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1604,1604,NA,Minnetonka,Smiths,27013302,44.94561,-93.547297,Point T12S2N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1605,1605,NA,Minnetonka,Veterans,27013302,NA,NA,T1S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1606,1606,NA,Minnetonka,Veterans,27013302,NA,NA,T1S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1607,1607,NA,Minnetonka,Veterans,27013302,NA,NA,T1S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1608,1608,NA,Minnetonka,Veterans,27013302,NA,NA,T1S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1609,1609,NA,Minnetonka,Veterans,27013302,NA,NA,T1S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1610,1610,NA,Minnetonka,Veterans,27013302,NA,NA,T1S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1611,1611,NA,Minnetonka,Veterans,27013302,NA,NA,T1S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1612,1612,NA,Minnetonka,Veterans,27013302,NA,NA,T1S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1613,1613,NA,Minnetonka,Veterans,27013302,NA,NA,T1S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1614,1614,NA,Minnetonka,Veterans,27013302,NA,NA,T2S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1615,1615,NA,Minnetonka,Veterans,27013302,NA,NA,T2S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1616,1616,NA,Minnetonka,Veterans,27013302,NA,NA,T2S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1617,1617,NA,Minnetonka,Veterans,27013302,NA,NA,T2S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1618,1618,NA,Minnetonka,Veterans,27013302,NA,NA,T2S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1619,1619,NA,Minnetonka,Veterans,27013302,NA,NA,T2S2,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1620,1620,NA,Minnetonka,Veterans,27013302,NA,NA,T2S2 N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,Duplicate,8/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1621,1621,NA,Minnetonka,Veterans,27013302,NA,NA,T2S2 N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1622,1622,NA,Minnetonka,Veterans,27013302,NA,NA,T2S2 N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1623,1623,NA,Minnetonka,Veterans,27013302,NA,NA,T2S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,9/2/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1624,1624,NA,Minnetonka,Veterans,27013302,NA,NA,T2S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1625,1625,NA,Minnetonka,Veterans,27013302,NA,NA,T2S3,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1626,1626,NA,Minnetonka,Veterans,27013302,NA,NA,T2S4,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,9/2/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1627,1627,NA,Minnetonka,Veterans,27013302,NA,NA,T2S4,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1628,1628,NA,Minnetonka,Veterans,27013302,NA,NA,T2S4,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1629,1629,NA,Minnetonka,Veterans,27013302,NA,NA,T2S5,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,9/2/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1630,1630,NA,Minnetonka,Veterans,27013302,NA,NA,T2S5,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1631,1631,NA,Minnetonka,Veterans,27013302,NA,NA,T2S5,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1632,1632,NA,Minnetonka,Veterans,27013302,NA,NA,T3S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,9/2/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1633,1633,NA,Minnetonka,Veterans,27013302,NA,NA,T3S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1634,1634,NA,Minnetonka,Veterans,27013302,NA,NA,T3S1,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1635,1635,NA,Minnetonka,Veterans,27013302,NA,NA,T3S1N,NA,NA,MN,Hennepin,2015,NA,Ray Newman,NA,NA,NA,NA,NA,Post treatment,NA,NA,NA,NA,NA,9/2/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
