Sample,Number,MISGP_sample_number,Lake,Lake_sub_basin,Waterbody_ID,Lake_lat,Lake_long,Location_within_waterbody,Site_lat,Site_long,State,County,Year_collected,Date_collected,Collector,Microsatellite_strain,Fluridone_response,2_4D_response,Procellacor_response,ITS_ID,Comments,Putative_ID,Date_received,Who_received,Fresh_Frozen_Dried,Date Frozen,Extraction_comments,Date_extracted,Who_extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_58,58,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 40,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,Duplicate,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_59,59,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 57,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_60,60,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 57,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_61,61,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 57,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_62,62,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 72,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_63,63,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 72,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_64,64,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 72,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_65,65,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 76,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_66,66,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 76,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_67,67,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 76,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_68,68,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 108,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_69,69,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 108,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_70,70,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 108,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_71,71,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 127,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_72,72,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 127,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_73,73,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 148,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_74,74,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 148,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_75,75,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 172,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_76,76,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 172,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_77,77,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 172,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_78,78,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 173,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_79,79,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 173,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_80,80,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 173,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_81,81,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 174,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,Duplicate,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_82,82,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 174,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_83,83,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 179,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_84,84,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 179,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_85,85,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 179,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_86,86,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 180,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,7/31/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_87,87,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 180,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_88,88,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 180,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_89,89,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 181,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_90,90,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 181,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_91,91,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 181,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_92,92,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 182,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_93,93,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 182,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_94,94,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 182,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_95,95,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 200,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_96,96,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 200,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_97,97,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 200,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_98,98,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 201,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_99,99,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 201,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_100,100,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 201,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_101,101,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 206,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_102,102,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 206,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_103,103,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 206,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_104,104,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 209,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_105,105,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 209,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_106,106,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 224,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_107,107,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 224,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_108,108,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 224,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_109,109,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 225,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_110,110,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 225,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_111,111,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 225,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_112,112,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 227,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_113,113,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 227,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_114,114,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 227,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_115,115,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 229,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_116,116,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 229,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_117,117,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 229,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_118,118,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 244,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,Duplicate,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_119,119,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 244,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_120,120,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 244,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_121,121,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 245,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_122,122,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 245,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_123,123,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 245,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_124,124,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 247,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,8/11/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_125,125,,Minnetonka,St Albans,27013304,44.907861,-93.552532,Point 247,,,MN,Hennepin,2015,,Eric Fieldseth,,,,,,Treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
